가맹점관리,,,,
,,,,
,가맹점명,업종명,전화,가맹점주소
,홍짜장,중식,0226045091,"서울 양천구 신정이펜2로 22, 지상 1층 102호 （신정동, 신정프라자）"
,황궁수타,중식,0226927576,"서울 양천구 은행정로 31, 1층 （신정동）"
,GS25 신월초교점,할인점/슈퍼마켓,020000000,"서울 강서구 화곡로24길 14, 지층 （화곡동）"
,가양식당,한식,0220633592,"서울 강서구 허준로 209, 7단지상가 2층 204 （가양동）"
,강서반점,중식,0226944343,서울 강서구 화곡로50길 28 （화곡동）
,김밥365,일반대중음식,0226613659,"서울 강서구 양천로 128, 101-105 （방화동, 한림리첸빌）"
,김밥나라,한식,0236640045,"서울 강서구 양천로 711, 1층 （염창동）"
,김밥사랑,한식,0226046836,서울 강서구 초록마을로 41 （화곡동）
,김밥사랑,한식,0226532939,"서울 강서구 등촌로39길 7, 1층 （등촌동）"
,김밥천국,한식,0226073334,서울 강서구 까치산로 157 （화곡동）
,대장금,중식,0226011251,"서울 강서구 곰달래로53길 8, 1층 （화곡동）"
,던킨도너츠,제과점,026661365,"서울 강서구 금낭화로 136, 112 （방화동, 에어뷰21-2오피스텔）"
,돈 파스타,양식,0211131111,서울 강서구 화곡로 225 지하1층 4호（화곡동）
,동경각,중식,0226023567,서울 강서구 초록마을로 41 （화곡동）
,뚜레쥬르 （등촌역점）,제과점,0220620336,서울 강서구 등촌로 215 （등촌동）
,뚜레쥬르 가양역점,제과점,0236650488,"서울 강서구 양천로57길 16 1층（가양동,영보빌딩）"
,뚜레쥬르 강서수명산파크점,제과점,0211151111,서울 강서구 수명로 68-35 1층101-1~3호
,롤리김밥,한식,0226997860,"서울 강서구 까치산로 127, 1층 （화곡동）"
,롤리김밥,한식,0226534462,"서울 강서구 등촌로51길 23 （등촌동,가동1층105호）"
,만리장성,중식,0226073443,서울 강서구 강서로7길 38 （화곡동）
,맛나푸드,한식,0226685597,서울 강서구 공항대로55길 34 （등촌동）
,맛밥,한식,0226953959,서울 강서구 까치산로 33 1층
,맛밥,한식,0226010068,"서울 강서구 강서로 64, 1층 （화곡동）"
,명궁,중식,0226982286,서울 강서구 화곡로31길 79 1층 （화곡동）
,명인만두,한식,0226947715,"서울 강서구 강서로 40, 1층 （화곡동）"
,본설 우장산역점,한식,0220657780,서울 강서구 강서로 259 1층 104호
,봉구스밥버거 등촌제1점,일반대중음식,0226680907,"서울 강서구 공항대로55길 33, 1층 （등촌동, 성명빌딩）"
,빨강떡볶이,한식,0226020629,"서울 강서구 까치산로4길 60, 지상 1층 （화곡동）"
,빵굼터,제과점,0236654636,"서울 강서구 양천로69길 58, 상가 110호 （염창동, 동아아파트）"
,상하이,중식,0226627475,"서울 강서구 강서로 301, 1층 （내발산동）"
,신월반점,중식,0226036507,서울 강서구 월정로 152-1 （화곡동）
,양가네짬뽕,중식,0226519922,"서울 강서구 등촌로13아길 58, 1층 （화곡동）"
,온반,한식,0236626058,서울 강서구 마곡중앙로 171 상가211호
,온파스타 내발산점,양식,0226978939,"서울 강서구 강서로45길 92-32, 1층 （내발산동）"
,용문각,중식,0226072021,"서울 강서구 곰달래로36길 4, 지층 （화곡동）"
,용우동（염창점）,기타6,0236652030,서울 강서구 양천로69길 15 （염창동）
,월궁,중식,0226906868,서울 강서구 강서로17길 131 1층
,위,일식,0226661977,서울 강서구 공항대로8길 61 1층
,은스베이커리,제과점,0261202605,"서울 강서구 화곡로31길 60, 1층 （화곡동）"
,자금성,중식,0226920080,"서울 강서구 곰달래로 208-1, 1층 （화곡동, 혜성빌딩）"
,정가네닭국수,한식,0226656859,서울 강서구 금낭화로23길 25 상가동1층108호
,좋은날,일반대중음식,0226660930,"서울 강서구 금낭화로 145, 1층 106호 （방화동）"
,죽이야기 양천향교역점,한식,0236646288,서울 강서구 양천로 344 1층 144-2호
,중국관,중식,0236644422,서울 강서구 양천로57길 36 도시개발5단지아파트 B상가2층206호（가양동）
,중국성,중식,0226590065,서울 강서구 가양3동 1490-9번지 단지상가 201호
,청호각,중식,026645800,서울 강서구 송정로 60 （공항동）
,체리김밥,한식,0226013356,"서울 강서구 까치산로4나길 2, 1층 （화곡동）"
,첸의 하우스,중식,0269741916,서울 강서구 강서로18다길 18 화곡동
,쿡1015 내발산점,한식,0220631015,서울 강서구 수명로 68-23 104호
,태화루,중식,0226660777,서울 강서구 양천로17길 4-17 （방화동）
,파리바게뜨,제과점,026905585,서울 강서구 강서로 247 （화곡동）
,파리바게뜨 （화곡3동점）,제과점,0226023628,"서울 강서구 화곡로 111, 1층"
,파리바게뜨 가양시드점,제과점,0226597016,"서울 강서구 양천로57길 13, 1층 105 （가양동, 가양시드프라자）"
,파리바게뜨 등촌2동점,제과점,0226520434,"서울 강서구 등촌로39길 6, 1층 （등촌동）"
,파리바게뜨 등촌그랜드점,제과점,0226580886,"서울 강서구 공항대로41길 65, 상가 1층 130호 131호 （등촌동）"
,파리바게뜨 마곡나루역점,제과점,0269291825,"서울 강서구 마곡중앙5로1길 20 114,115호"
,파리바게뜨 마곡엠밸리점,제과점,0226628203,"서울 강서구 마곡중앙로 33, 마곡엠밸리14단지상가동 107호 （마곡동）"
,파리바게뜨 발산중앙점,제과점,0226628208,"서울 강서구 강서로 301, 1층 （내발산동）"
,파리바게뜨 방화역점,제과점,0226665082,"서울 강서구 금낭화로 136, 에어뷰 21-2120 （방화동）"
,파리바게뜨 방화점,제과점,0226668206,서울 강서구 양천로 55 1층 102호 （방화동）
,파리바게뜨 신방화,제과점,0226667588,서울 강서구 방화대로34길 86 1층
,파리바게뜨 화곡대림점,제과점,0226029008,"서울 강서구 월정로 160, 상가동 106-107호 （화곡동, 화곡대림아파트）"
,파리바게뜨 화곡본동점,제과점,0226936777,서울 강서구 화곡로 206 1층
,파리바게뜨화곡2동점,제과점,0264020409,"서울 강서구 곰달래로49길 17, 1층 3호 （화곡동）"
,파리바게뜨화곡역점,제과점,0226942626,"서울 강서구 화곡로 161, 103호 （화곡동, 대성빌딩）"
,피자애（발산점）,일반대중음식,0226671300,"서울 강서구 강서로45길 174, 111호 （내발산동）"
,한일각,중식,0226932524,서울 강서구 초록마을로22길 8-5 （화곡동）
,가향,중식,0220606844,서울 구로구 경인로47길 44 1층
,개봉분식,한식,0226259465,서울 구로구 고척로21나길 65 （개봉동）
,계수나무떡방,한식,028640778,"서울 구로구 도림로 25, 1층 （구로동）"
,고척시장파리바게뜨,제과점,022067255,서울 구로구 고척1동 46-44번지
,국수나무 천왕점,한식,0220603088,"서울 구로구 천왕로 42 1층 106호 （천왕동,쿠앤하우스）"
,금수원,중식,028422649,서울 구로구 가마산로 279 1층
,기봉이김밥,한식,0226161001,서울 구로구 부일로15길 23 101호
,김가네,한식,0226378880,"서울 구로구 경인로 619-3 108（신도림동,신도림3차푸르지오）"
,김떡비,한식,0226832807,서울 구로구 경인로47길 107 （고척동）
,김밥사랑,일반대중음식,0226993063,서울 구로구 개봉로3길 32 （개봉동）
,김밥사랑,한식,0226821072,"서울 구로구 오류로8길 44, 1층 （오류동）"
,김밥왕국,한식,0226896565,"서울 구로구 경인로47길 13, 1층 일부 （고척동）"
,김밥천국,한식,028377709,"서울 구로구 도림로 6-10 （구로동,1층）"
,김밥천국,한식,0226181101,서울 구로구 고척로 151 （고척동）
,까레몽과자점,제과점,0226127456,서울 구로구 고척로27길 107 （개봉동）
,날씬국수통통김밥,한식,0226152234,서울 구로구 고척로 200 1층
,다리원,중식,028590909,"서울 구로구 구로동로17길 5,1층（구로동）"
,닷컴분식,한식,0226164048,"서울 구로구 남부순환로97길 20-6, 1층 101호 （개봉동）"
,돈까스,한식,020201111,서울 구로구 구로동로22길 17-5 1층
,두레밥상,한식,0260532283,서울 구로구 구로동로 170 1층
,든든한김밥,일반대중음식,0260534171,"서울 구로구 고척로33길 11, 1층 （고척동）"
,뚜레쥬르,제과점,0226113555,서울 구로구 경인로47길 8 （고척동）
,뚜레쥬르 개봉3동점,제과점,0226843845,"서울 구로구 개봉로3길 35, 1층 （개봉동, 성은빌딩）"
,뚜레쥬르 구로천왕점,제과점,0226135533,"서울 구로구 천왕로 29 상가동 101호（천왕동,천왕 이펜하우스 4단지）"
,뚜레쥬르 온수역북부점,제과점,028556913,서울 구로구 부일로15길 33 1층（궁동）
,뚜레쥬르신도림태영,제과점,0236672223,서울 구로구 경인로59길 8 113호（신도림동）
,락가스,일반대중음식,0220601554,서울 구로구 오류로8길 64 （오류동）
,래리성,중식,028671271,"서울 구로구 도림로20길 6, 2층 （구로동）"
,롤리밥스,양식,0220607718,서울 구로구 고척로 129 （개봉동）
,마을에서함께크는아이들 협동조합,일반대중음식,0223444567,"서울 구로구 고척로 141, 2층"
,맛나김밥,한식,0226181991,서울 구로구 경인로 330 （개봉동）
,바로굼빵터,제과점,0226116312,서울 구로구 고척로32길 11-7 .
,본래순대 구로디지털점,한식,07075431443,서울 구로구 디지털로33길 11 1층 104호
,봉구스밥버거,한식,0226843319,서울 구로구 경인로47길 58 （고척동）
,봉구스밥버거（궁동점）,일반대중음식,07086376186,"서울 구로구 오리로 1313, 101호 （궁동）"
,북경,중식,0226134330,서울 구로구 부일로13길 55 （궁동）
,분식천국,한식,028578283,"서울 구로구 구일로8길 92, 중앙구로하이츠상가 117 （구로동）"
,비커즈 헝그리 （Becuz hungry）,한식,0226197240,"서울 구로구 오리로 1313, 102호 선우3차 （궁동, 일부）"
,빠사시고척점,일반대중음식,0226258892,서울 구로구 고척로 216 （고척동）
,빵굼터,제과점,028382939,서울 구로구 디지털로27길 124 （구로동）
,세븐김밥AND퓨전철판,한식,0211121111,서울 구로구 경인로 215 1층 세븐김밥
,세븐김밥AND퓨전철판,한식,0226124347,"서울 구로구 경인로 215, 1층 （오류동）"
,손씨노솜씨,일식,0226848247,"서울 구로구 고척로 225, 일층의일부 101 （고척동）"
,아가페과자점,제과점,028690149,서울 구로구 구로동로20길 73 （구로동）
,애플김밥,한식,0226872450,서울 구로구 고척로 145 （고척동）
,연경당,일반대중음식,0226256127,서울 구로구 고척로6길 22 （오류동）
,오류원,중식,0226812125,서울 구로구 경인로 169 （오류동）
,오양분식,일반대중음식,028672806,서울 구로구 구로본동 486-44
,요기 요기,한식,0226817149,"서울 구로구 고척로33길 26, 1층 점포 （고척동）"
,용우동,한식,026812744,"서울 구로구 고척로 141, 1층 （고척동）"
,이펜분식,한식,0226189183,서울 구로구 천왕로 56 1층 104호
,일억조분식,한식,028698454,서울 구로구 가마산로26길 11 （구로동）
,전가복,중식,0226820809,서울 구로구 고척1동 76-201번지
,좋은날,일반대중음식,0226884479,서울 구로구 서해안로 2267 1충 （오류동）
,카페 402（cafe 402）,일반대중음식,07048457779,"서울 구로구 도림로14길 8, 1층 101호 （구로동）"
,케익하우스로마니나,제과점,028557641,서울 구로구 구로동로28길 2 （구로동）
,토마토김밥 개봉점,한식,0220666636,"서울 구로구 개봉로17길 11, 1층 （개봉동）"
,토마토김밥 고척사거리점,한식,0226860303,"서울 구로구 고척로 237, 1층 （고척동, 부성빌딩）"
,토토김밥,한식,0226884568,"서울 구로구 오류로8길 26, 1층"
,파리바게뜨,제과점,0211115555,서울 구로구 개봉로3길 14-2 1층（개봉동）
,파리바게뜨,제과점,0222600332,서울 구로구 온수동 22-24번지
,파리바게뜨,제과점,028680995,서울 구로구 구로6동 141-14
,파리바게뜨 개봉푸르뫼점,제과점,0226878204,"서울 구로구 고척로 101 1층 105호（개봉동,옥영빌딩）"
,파리바게뜨 구로고대점,제과점,028690882,서울 구로구 구로동로 131 （구로동）
,파리바게뜨 구로궁동점,제과점,0220608919,"서울 구로구 오리로 1289, 1층 （궁동）"
,파리바게뜨 구로보건소,제과점,028538204,"서울 구로구 구로중앙로28길 65, 1층 4,5,6호 （구로동）"
,파리바게뜨 구로제일점,제과점,028588225,서울 구로구 구로3동 1125-2번지 1층 2층
,파리바게뜨 오류역점,제과점,0226890082,"서울 구로구 경인로 203-2, 1층 （오류동）"
,파리바게뜨（고척시장）,제과점,0220607255,서울 구로구 경인로47다길 3 （고척동）
,파리바게뜨개봉점,제과점,0220660044,서울 구로구 개봉로 63 （개봉동）
,파리바게뜨오류역남부점,제과점,027412157,"서울 구로구 오류로8길 16, 103 104호 （오류동, 세명프라자）"
,파리바게뜨온수남부점,제과점,0220602328,서울 구로구 온수동 52번지 세건빌딩 101호 102호
,팬더차이나,중식,0226861389,서울 구로구 개봉로17길 17 1층
